chromosome	start	end	name	enhancer_activity	predicted_tissue_activity
3	25495615	25495642	2xHAR.349	Yes	limb
3	25651053	25651095	2xHAR.370	No	N/A
3	26975738	26975764	2xHAR.503	No	N/A
3	27951920	27952069	HACNS_598	No	N/A
3	28307320	28307509	HAR197	No	N/A
3	29250977	29251021	2xHAR.467	Yes	other
3	34354205	34354464	ANC988	No	N/A
3	34553663	34553827	HACNS_778	No	N/A
3	35807981	35808302	ANC989	No	N/A
3	41958724	41958958	ANC990	No	N/A
3	50824987	50825447	ANC991	No	N/A
3	54383358	54383647	HACNS_749	Yes	brain
3	54834468	54834752	HACNS_516	Yes	other
3	55292492	55292771	HACNS_803;2xHAR.516	No	N/A
3	55613456	55613807	ANC992	Yes	other
3	58810252	58810482	ANC272	Yes	other
3	59297015	59297275	HACNS_875	No	N/A
3	59372963	59373353	ANC273	No	N/A
3	59421950	59422157	HACNS_514;ANC274	No	N/A
3	59426359	59426618	ANC994	No	N/A
3	59543972	59544367	HACNS_944	No	N/A
3	59577755	59577924	ANC995	No	N/A
3	60291395	60291561	ANC996;2xHAR.421	No	N/A
3	60318639	60318829	ANC997	No	N/A
3	60332916	60333064	HAR44	No	N/A
3	60355875	60356048	2xHAR.376;ANC275	No	N/A
3	60368662	60368709	2xHAR.257	No	N/A
3	60544699	60544943	HACNS_319	No	N/A
3	60925761	60926062	2xHAR.220;HAR10;HACNS_738	No	N/A
3	60975412	60975671	HACNS_666	Yes	other
3	61205985	61206018	2xHAR.494	No	N/A
3	61445424	61445647	HACNS_876	No	N/A
3	64190808	64190899	BUSH08_44	No	N/A
3	64525479	64525517	2xHAR.389	Yes	limb
3	64575702	64575853	ANC998	No	N/A
3	64661036	64661315	ANC999	Yes	brain;limb
3	67750239	67750354	HACNS_392	No	N/A
3	67788188	67788234	2xHAR.556	No	N/A
3	67948153	67948696	HACNS_404;2xHAR.536	No	N/A
3	68113494	68113878	ANC1000	No	N/A
3	68193105	68193365	ANC1001	No	N/A
3	68683182	68683507	ANC1002	No	N/A
3	68971729	68971912	HACNS_191;2xHAR.104	No	N/A
3	69280996	69281018	2xHAR.414	Yes	other
3	69628637	69628660	2xHAR.357	Yes	other
3	70019900	70020153	HACNS_690	No	N/A
3	70046735	70047412	ANC276	Yes	brain;limb
3	70055164	70055267	HAR151	No	N/A
3	70299667	70300025	ANC1003	No	N/A
3	70351797	70352004	HACNS_965	No	N/A
3	70554874	70555424	ANC277	No	N/A
3	70644649	70645023	HACNS_279	No	N/A
3	70655293	70655512	2xHAR.548	Yes	other
3	70669039	70669617	HACNS_868;2xHAR.327	No	N/A
3	70676745	70676868	HACNS_436	No	N/A
3	70778754	70779161	ANC1004	No	N/A
3	71441922	71442045	2xHAR.434	No	N/A
3	73768797	73768964	ANC1005	Yes	limb
3	75178256	75178399	2xHAR.416	No	N/A
3	76253252	76253274	2xHAR.304	No	N/A
3	76414537	76414978	HACNS_742;2xHAR.127	No	N/A
3	76530299	76530447	HACNS_376	No	N/A
3	76596941	76597249	ANC1007	Yes	other
3	77036140	77036479	HACNS_734	Yes	other
3	77220034	77220456	ANC104	Yes	other
3	79137031	79137311	ANC1008	Yes	other
3	79448754	79448942	HACNS_874	No	N/A
3	79490980	79491051	2xHAR.465	No	N/A
3	79860192	79860370	HACNS_886	Yes	other
3	79896716	79896729	2xHAR.497	No	N/A
3	80214954	80215193	HACNS_112	No	N/A
3	81210955	81211252	ANC1010	Yes	other
3	81389425	81389711	ANC278	No	N/A
3	81893661	81894510	ANC421	No	N/A
3	82051823	82052446	ANC1011	Yes	brain
3	82106956	82107251	HACNS_310;ANC279	No	N/A
3	82465858	82466217	ANC1012	No	N/A
3	82842752	82843097	HACNS_270	No	N/A
3	84650272	84650444	HACNS_361	Yes	brain;neural_tube
3	85382626	85382792	HACNS_378	No	N/A
3	85515186	85515579	ANC1013	No	N/A
3	85563769	85563951	ANC1014	No	N/A
3	85758554	85759040	ANC1015	No	N/A
3	85875789	85875993	ANC1016	No	N/A
3	86660938	86661267	HACNS_580	No	N/A
3	86683570	86683906	ANC1017	No	N/A
3	86782877	86783023	ANC1018	No	N/A
3	87278929	87279122	ANC1019	No	N/A
3	87606598	87607157	ANC422	No	N/A
3	87650103	87650285	ANC280	No	N/A
3	87695989	87696219	HACNS_353;ANC1020	No	N/A
3	89276896	89277092	ANC1021	No	N/A
3	93707256	93707668	ANC105	No	N/A
3	94037228	94037474	ANC281	No	N/A
3	97313088	97313312	HACNS_838	No	N/A
3	98775636	98775747	HACNS_30	No	N/A
3	99375185	99375748	HACNS_570	Yes	limb
3	99600025	99600284	ANC949	Yes	other
3	99940903	99941032	ANC950	No	N/A
3	104351589	104351897	ANC951	No	N/A
3	107003264	107003458	ANC267	Yes	brain;limb
3	107317832	107318292	ANC952	No	N/A
3	107708877	107709273	HACNS_923	Yes	limb
3	107724925	107725123	HACNS_870	Yes	heart
3	109203037	109203269	ANC953	No	N/A
3	109452942	109453306	ANC954	No	N/A
3	110659867	110660004	HACNS_189	No	N/A
3	110700218	110700360	ANC955	No	N/A
3	114135530	114136195	ANC956	No	N/A
3	114182976	114183217	ANC957	Yes	brain
3	114246892	114247124	HACNS_787	No	N/A
3	114272938	114273302	HACNS_765	No	N/A
3	115650016	115650402	ANC958	Yes	other
3	115905297	115905544	HACNS_167	Yes	limb
3	116128532	116128676	HACNS_907	No	N/A
3	116606676	116606953	HACNS_879	No	N/A
3	117141860	117142032	ANC959	No	N/A
3	117477287	117477668	HACNS_722	No	N/A
3	118540367	118540811	HACNS_975	No	N/A
3	119984202	119984370	ANC960;HACNS_75	No	N/A
3	120363824	120364273	ANC961	No	N/A
3	125661709	125661890	ANC143	No	N/A
3	136479215	136479324	ANC963	No	N/A
3	136855533	136856153	ANC964	No	N/A
3	136988530	136989017	ANC268	No	N/A
3	137020231	137020380	HACNS_213	No	N/A
3	137583180	137583603	HACNS_576	No	N/A
3	137610486	137611129	ANC269	No	N/A
3	138694246	138694297	2xHAR.407	No	N/A
3	139493545	139493843	HACNS_752	Yes	brain;limb;neural_tube
3	140103136	140103291	HACNS_489;ANC965	No	N/A
3	140470521	140470692	HACNS_403;ANC966	No	N/A
3	143388102	143388318	ANC967	Yes	other
3	143465311	143465485	HACNS_113	No	N/A
3	144407225	144407597	ANC968	No	N/A
3	146671723	146672026	HACNS_80	Yes	limb
3	147603320	147603903	ANC33;BUSH08_45	No	N/A
3	148163707	148164279	ANC53	No	N/A
3	148589757	148589865	ANC969	No	N/A
3	148908773	148908890	ANC970	No	N/A
3	157611833	157612086	HACNS_655	No	N/A
3	157637744	157637776	2xHAR.499	No	N/A
3	157676146	157676497	ANC971	Yes	brain
3	159012253	159012489	HACNS_586	No	N/A
3	159898493	159898821	HACNS_127	Yes	limb
3	159925086	159925305	ANC972	Yes	other
3	161591784	161592084	HACNS_546;2xHAR.520	No	N/A
3	162455787	162455817	2xHAR.324	No	N/A
3	166182826	166183119	HACNS_755	No	N/A
3	166807916	166808156	ANC973	No	N/A
3	167677335	167677657	ANC974	No	N/A
3	169081986	169082829	ANC975	Yes	other
3	169153575	169153857	ANC976	No	N/A
3	169183228	169183611	HACNS_573	No	N/A
3	170819855	170819877	2xHAR.47	No	N/A
3	173124422	173124600	HACNS_323;ANC977	No	N/A
3	173680516	173680913	HACNS_64	Yes	other
3	173820082	173820381	ANC978	Yes	other
3	174032102	174032220	2xHAR.443	No	N/A
3	174393847	174393994	HACNS_456	No	N/A
3	174438551	174438808	HACNS_668	No	N/A
3	174629632	174629905	HACNS_168;2xHAR.112	No	N/A
3	174676525	174676819	HACNS_529	Yes	limb
3	174893631	174893965	ANC979	No	N/A
3	175200174	175200198	2xHAR.64	No	N/A
3	175297280	175297498	ANC270	No	N/A
3	175671965	175672207	HACNS_12	No	N/A
3	178387030	178387051	2xHAR.193	Yes	other
3	180952322	180952568	HACNS_633	No	N/A
3	182019890	182020123	ANC980	No	N/A
3	182236440	182236614	2xHAR.77	No	N/A
3	182555637	182555812	ANC981	No	N/A
3	183289847	183289870	2xHAR.250	No	N/A
3	184069290	184069608	HACNS_707	Yes	heart;neural_tube
3	185957096	185957346	HACNS_622	Yes	brain;neural_tube
3	187290147	187290187	2xHAR.487	Yes	other
3	187628086	187628380	HACNS_526	No	N/A
3	187966599	187966768	ANC982	No	N/A
3	188917997	188918285	HACNS_411	No	N/A
3	190263015	190263327	HACNS_538	Yes	other
3	193016310	193016495	HACNS_414;ANC983	No	N/A
3	193419918	193420024	2xHAR.531;ANC984	Yes	brain;neural_tube
3	193506570	193506772	ANC985	Yes	heart
3	194182863	194182954	2xHAR.508	No	N/A
4	1357225	1357376	ANC1031	No	N/A
4	1613635	1614059	ANC107;HAR104;HACNS_33	Yes	other
4	10269582	10269750	ANC112	No	N/A
4	11119167	11119311	HACNS_37	No	N/A
4	11870972	11871084	HAR97;2xHAR.367	No	N/A
4	11967725	11968067	HACNS_831	No	N/A
4	12935419	12935737	ANC1027	No	N/A
4	13785680	13785863	HACNS_942	No	N/A
4	14619712	14619867	HACNS_688	No	N/A
4	16973658	16973852	ANC1040	No	N/A
4	17070759	17070923	ANC1041;HACNS_432	Yes	limb
4	20340149	20340175	2xHAR.402	Yes	limb
4	22737315	22737577	BUSH08_46	Yes	other
4	22989985	22990273	ANC288	No	N/A
4	23015827	23015933	HACNS_314	No	N/A
4	23040772	23040860	2xHAR.420	No	N/A
4	23807875	23808339	ANC111	No	N/A
4	23875671	23876149	HACNS_68;2xHAR.287;HAR20	Yes	other
4	23951710	23951849	ANC1051	No	N/A
4	24233580	24233783	ANC1052	No	N/A
4	24305051	24305401	2xHAR.363	No	N/A
4	25823251	25823544	ANC1053;HACNS_158	Yes	brain;neural_tube
4	26010380	26010570	ANC1054	No	N/A
4	26208233	26208506	ANC289;HAR62	Yes	limb
4	28979995	28980020	2xHAR.60	No	N/A
4	30642010	30642286	HACNS_256	No	N/A
4	30652938	30653540	HACNS_281;2xHAR.470	No	N/A
4	30831917	30832238	ANC1055	No	N/A
4	31263388	31263751	HACNS_835	No	N/A
4	33991711	33992009	ANC1056	No	N/A
4	34486548	34486668	ANC1057	No	N/A
4	34720593	34720968	ANC1058	Yes	other
4	35519538	35519613	2xHAR.201	No	N/A
4	35807763	35807894	HACNS_338	No	N/A
4	35825849	35826299	HACNS_713	No	N/A
4	36018339	36018482	HACNS_689	No	N/A
4	37544931	37545108	ANC1059	No	N/A
4	39548876	39549124	ANC1060	No	N/A
4	41844561	41844812	ANC290	No	N/A
4	42150268	42150997	ANC1061	Yes	brain;neural_tube
4	43763964	43764367	ANC1062	No	N/A
4	44068335	44068446	ANC1063	No	N/A
4	46508835	46509027	ANC1064	No	N/A
4	53463734	53463752	2xHAR.50	No	N/A
4	54076546	54076791	ANC291	No	N/A
4	57804457	57804684	ANC1065	No	N/A
4	58067120	58067405	ANC1066	Yes	brain
4	58145190	58145453	HACNS_899	No	N/A
4	58221563	58221781	HAR133	Yes	limb
4	58229348	58229730	HACNS_813	No	N/A
4	58304162	58304436	ANC1067	No	N/A
4	58363766	58364184	2xHAR.464	Yes	brain
4	58371075	58371279	ANC1068	Yes	brain
4	58474034	58474363	ANC1069	Yes	brain
4	58502039	58502211	ANC1070;2xHAR.187	No	N/A
4	58555828	58556353	HACNS_597	No	N/A
4	58603835	58603996	HACNS_600	No	N/A
4	58770253	58770442	ANC292	No	N/A
4	59119711	59120074	ANC293;HACNS_845	No	N/A
4	59154509	59154897	2xHAR.527	No	N/A
4	61061276	61061432	HAR186	No	N/A
4	62678108	62678211	HAR28	No	N/A
4	62685967	62686024	2xHAR.431	No	N/A
4	63537731	63537891	HACNS_966	No	N/A
4	63713340	63713361	2xHAR.433	No	N/A
4	63722434	63722603	ANC1071	No	N/A
4	64648415	64648839	ANC1072	No	N/A
4	65091362	65091506	HACNS_488	No	N/A
4	66477444	66477543	HACNS_967	No	N/A
4	67815772	67816194	HACNS_502	No	N/A
4	67913262	67913658	HACNS_948	No	N/A
4	70221036	70221139	ANC17	No	N/A
4	77296648	77296912	ANC1073	No	N/A
4	79913710	79913910	HACNS_710	No	N/A
4	80381550	80381773	ANC1074	No	N/A
4	80905990	80906022	2xHAR.227	No	N/A
4	81120219	81120255	2xHAR.90	Yes	brain;neural_tube
4	81462392	81462551	HACNS_596	No	N/A
4	81707678	81707898	BUSH08_47	No	N/A
4	83049751	83050502	ANC383	No	N/A
4	84553191	84553454	ANC1075	No	N/A
4	84715281	84715709	ANC403;HACNS_307	No	N/A
4	84922908	84923102	2xHAR.68;HACNS_134	No	N/A
4	85395365	85395507	HACNS_883	No	N/A
4	91589413	91589481	2xHAR.252	No	N/A
4	93143758	93143859	HACNS_871	No	N/A
4	93871350	93871504	HACNS_641	No	N/A
4	94106503	94106642	HACNS_447	No	N/A
4	94597047	94597174	HACNS_891	No	N/A
4	97676822	97677078	HACNS_821	No	N/A
4	98119033	98119288	HACNS_908;2xHAR.306;HAR68	No	N/A
4	98174790	98174901	ANC1076	No	N/A
4	99642385	99642689	HACNS_665	No	N/A
4	101068916	101068949	2xHAR.452	No	N/A
4	101509194	101509508	ANC106	No	N/A
4	102113025	102113084	2xHAR.147	Yes	heart;limb;neural_tube
4	105967459	105967695	HACNS_464;HAR50	No	N/A
4	107355896	107355929	2xHAR.111	No	N/A
4	108474019	108474401	ANC1022	No	N/A
4	108700223	108700424	ANC1023	No	N/A
4	109770496	109770611	ANC1024;2xHAR.154	Yes	other
4	109814877	109815322	ANC1025	No	N/A
4	112809455	112809841	BUSH08_48	No	N/A
4	113434845	113434981	HAR152	No	N/A
4	114768617	114768781	HACNS_974	No	N/A
4	115679526	115679841	ANC1026	No	N/A
4	115867128	115867147	2xHAR.288	No	N/A
4	116528646	116528751	HACNS_251	No	N/A
4	119161032	119161048	2xHAR.308	No	N/A
4	119414496	119415018	ANC70	No	N/A
4	124317982	124317996	2xHAR.108	No	N/A
4	128260926	128261210	ANC1028	No	N/A
4	129474784	129474884	2xHAR.333	Yes	brain;heart
4	130202752	130202945	HACNS_62;2xHAR.83	No	N/A
4	130284088	130284451	HACNS_773	Yes	brain
4	130342362	130342587	HACNS_672	No	N/A
4	131560342	131560666	ANC1029	No	N/A
4	133445482	133445595	ANC1030	No	N/A
4	134439212	134439593	HACNS_565	No	N/A
4	135020724	135020857	HACNS_818	No	N/A
4	137239308	137239666	HACNS_732	No	N/A
4	138082494	138082653	HACNS_691	No	N/A
4	138778880	138778977	HAR79	Yes	other
4	138785142	138785399	2xHAR.167;HAR110	No	N/A
4	139646306	139646660	ANC1032	Yes	brain
4	145571229	145571601	ANC1033	Yes	brain;neural_tube
4	145793614	145794010	ANC401	No	N/A
4	146403154	146403170	2xHAR.176	No	N/A
4	147777126	147777252	ANC1034	No	N/A
4	147902254	147902472	ANC1035	Yes	brain;limb;neural_tube
4	149669498	149669965	ANC1036;HACNS_929	No	N/A
4	152907911	152908078	HACNS_276	No	N/A
4	152908237	152908417	ANC1037	No	N/A
4	153118393	153118620	HACNS_439	No	N/A
4	154408995	154409108	ANC283	No	N/A
4	155749109	155749226	HAR23	No	N/A
4	157656759	157657053	HACNS_958	No	N/A
4	157692138	157692298	ANC1038	Yes	limb
4	159086087	159086309	ANC1039	Yes	limb
4	160992089	160992260	HACNS_438	No	N/A
4	164448634	164448658	2xHAR.56	No	N/A
4	165052328	165052504	HACNS_731	No	N/A
4	166605039	166605058	2xHAR.261	No	N/A
4	166964751	166964823	HACNS_988	No	N/A
4	167095726	167095749	2xHAR.519	Yes	other
4	169664823	169665087	HACNS_712	No	N/A
4	171205388	171205766	HACNS_626	No	N/A
4	171425139	171425589	HACNS_612	No	N/A
4	172031952	172032077	2xHAR.525	No	N/A
4	172035335	172035560	ANC284	No	N/A
4	173337772	173338092	ANC285	No	N/A
4	173578517	173578627	HACNS_740	No	N/A
4	174420140	174420356	HACNS_176	Yes	brain;limb;neural_tube
4	174656796	174656935	HACNS_258	No	N/A
4	175091594	175091763	HACNS_644	No	N/A
4	175343599	175343758	ANC1042	No	N/A
4	178272898	178273376	BUSH08_49;ANC402;HACNS_45;2xHAR.89	No	N/A
4	178886996	178887256	ANC286	No	N/A
4	179409998	179410178	HAR153	No	N/A
4	179447486	179447772	ANC1043	No	N/A
4	180670121	180670498	ANC287;HAR39	No	N/A
4	180778563	180778734	ANC1044	No	N/A
4	181225269	181225723	ANC108;HACNS_262;HAR27	No	N/A
4	181588057	181588098	2xHAR.439	Yes	brain;neural_tube
4	182156318	182156882	ANC109	No	N/A
4	182253274	182253499	2xHAR.361;HAR167	No	N/A
4	182271921	182272882	HAR25;ANC423	Yes	brain;neural_tube
4	182581423	182581888	2xHAR.30;HAR85	Yes	limb
4	182582835	182582985	HACNS_829	Yes	limb
4	182609719	182609842	HAR70	Yes	neural_tube
4	182669820	182670043	2xHAR.460;ANC1045	No	N/A
4	182720642	182720724	HACNS_757	Yes	other
4	182729075	182729201	HACNS_351	No	N/A
4	183113762	183114032	ANC1046	Yes	limb
4	183505191	183505547	ANC1047	Yes	other
4	183673472	183673695	ANC110	Yes	limb
4	183882146	183882366	ANC1048	No	N/A
4	188278942	188279200	ANC1049	No	N/A
4	188386414	188386566	HACNS_274	No	N/A
4	189371898	189372062	HACNS_474;ANC1050	No	N/A
5	418889	419087	ANC1121	Yes	limb
5	2279073	2279297	ANC1108	No	N/A
5	3428083	3428629	ANC303	Yes	other
5	3778255	3778398	HACNS_74;2xHAR.138;HAR29	Yes	other
5	3876254	3876515	HACNS_81	No	N/A
5	4303294	4303711	ANC1116	No	N/A
5	4490158	4490379	HACNS_679	No	N/A
5	4511010	4511111	ANC1120	No	N/A
5	4773850	4774412	ANC404	No	N/A
5	9020325	9020737	ANC405	No	N/A
5	9541257	9541304	2xHAR.553	Yes	other
5	9694020	9694163	HACNS_657	No	N/A
5	9917822	9918019	HACNS_114	No	N/A
5	13957142	13957257	ANC1088	Yes	other
5	21335633	21338230	ANC301	No	N/A
5	21926019	21926203	ANC1106	No	N/A
5	22590976	22591187	ANC1107	No	N/A
5	23551825	23551977	ANC1109	No	N/A
5	23583987	23584014	2xHAR.498	No	N/A
5	27124509	27124543	2xHAR.453	No	N/A
5	27770293	27770434	ANC1110	No	N/A
5	28312600	28312870	HACNS_513	No	N/A
5	29105432	29105549	ANC302	No	N/A
5	29277340	29277648	ANC1111	No	N/A
5	30105111	30105463	ANC1112	No	N/A
5	30856167	30856292	HACNS_754	No	N/A
5	30982544	30982764	ANC1113	No	N/A
5	31061338	31061680	ANC1114	No	N/A
5	31095288	31095401	ANC1115	No	N/A
5	31415412	31415594	HACNS_24	Yes	other
5	35041966	35042016	2xHAR.22	Yes	other
5	37906572	37906931	HACNS_124	No	N/A
5	38641161	38641416	HACNS_511	Yes	other
5	39527254	39527432	HACNS_247	Yes	limb
5	44000590	44000877	ANC1117	No	N/A
5	44035905	44036077	HACNS_840	No	N/A
5	44516207	44516460	ANC1118	No	N/A
5	44613643	44614093	ANC1119	No	N/A
5	50402904	50403156	HACNS_830	No	N/A
5	51061623	51061913	HACNS_365	No	N/A
5	51761510	51762320	ANC1122	Yes	other
5	52656140	52656477	HACNS_519	No	N/A
5	52846321	52846528	ANC1123	No	N/A
5	53290044	53290442	ANC1124	Yes	limb
5	53324577	53324872	ANC1125	No	N/A
5	53493072	53493363	HACNS_19;ANC304	No	N/A
5	55972024	55972398	HACNS_179	Yes	other
5	59748986	59749314	HACNS_970;ANC1126	Yes	other
5	66379639	66379913	ANC1127	No	N/A
5	67433631	67433778	HAR60	No	N/A
5	69035256	69035416	ANC1128	No	N/A
5	69910570	69910730	ANC1129	No	N/A
5	70428816	70429121	ANC1130	No	N/A
5	76891004	76891671	ANC13;HACNS_16;HAR88	No	N/A
5	76948901	76949050	HACNS_227	No	N/A
5	76989717	76990200	ANC305	No	N/A
5	79365330	79365476	HAR166	Yes	limb
5	83959344	83959730	HACNS_481	No	N/A
5	84245268	84245470	HACNS_138	No	N/A
5	84408725	84408917	ANC1131	No	N/A
5	85883765	85883929	ANC1132	No	N/A
5	86864710	86864944	ANC1133	No	N/A
5	87776609	87777183	ANC306	Yes	brain
5	87929489	87929846	ANC1134	No	N/A
5	88125994	88126264	ANC1135	No	N/A
5	88445257	88445626	ANC1136	No	N/A
5	89637746	89638170	HACNS_108	No	N/A
5	90786192	90786694	HACNS_896	No	N/A
5	91131455	91131584	ANC1137	No	N/A
5	91951916	91952132	HACNS_215	Yes	other
5	92135985	92136611	ANC1138	Yes	limb
5	92216309	92216451	HACNS_150	No	N/A
5	92413618	92413987	ANC307	Yes	limb
5	93740950	93741318	ANC1139	No	N/A
5	93930260	93930518	ANC1140	No	N/A
5	94027114	94027253	HACNS_789	No	N/A
5	94057197	94057395	HACNS_726	No	N/A
5	95105069	95105370	ANC384	No	N/A
5	97029873	97030177	HACNS_905	No	N/A
5	102634000	102634317	ANC1077	Yes	brain
5	105110903	105111250	ANC1078	No	N/A
5	105540018	105540240	BUSH08_50;ANC294	No	N/A
5	106657158	106657604	ANC295	No	N/A
5	106697409	106697555	ANC1079	No	N/A
5	106712502	106713050	ANC1080	No	N/A
5	106814201	106814349	HACNS_704	Yes	other
5	106995719	106995937	ANC296	No	N/A
5	107099696	107100011	ANC1081	Yes	other
5	109684239	109684350	HACNS_615	No	N/A
5	112602622	112602802	HACNS_642	Yes	limb
5	115784754	115785126	HACNS_316	No	N/A
5	115994678	115994958	HACNS_820;ANC113	No	N/A
5	116149319	116149468	HACNS_854	No	N/A
5	116770254	116770563	ANC1082	Yes	other
5	117728603	117728750	HACNS_180	No	N/A
5	117901118	117901467	HACNS_579	Yes	other
5	118072208	118072526	HACNS_926	No	N/A
5	119077508	119078119	HACNS_487	No	N/A
5	119210999	119211238	ANC54	No	N/A
5	119337005	119337605	ANC138	No	N/A
5	119495735	119495961	HACNS_302	No	N/A
5	119732999	119733137	HACNS_327	No	N/A
5	122493250	122493758	HACNS_627	Yes	limb
5	122514200	122514569	ANC1083	Yes	other
5	123515726	123515825	HAR114	Yes	limb
5	123628079	123628764	ANC297	No	N/A
5	124385623	124385842	ANC298;HACNS_214	No	N/A
5	124725950	124726323	HACNS_852	Yes	limb
5	125234632	125235312	HACNS_223	No	N/A
5	125312218	125312658	HACNS_741	Yes	other
5	125948717	125949409	ANC299	No	N/A
5	126238148	126238471	HACNS_341	No	N/A
5	126260294	126260501	HACNS_880	No	N/A
5	126398497	126399616	HACNS_564	No	N/A
5	126515138	126515580	ANC1084	No	N/A
5	132676427	132676568	HACNS_110;ANC1085	No	N/A
5	132700216	132700493	HACNS_671;ANC1086	Yes	brain;neural_tube
5	132803502	132803716	HACNS_764	Yes	brain;neural_tube
5	134451133	134451428	ANC1087	No	N/A
5	138442000	138442263	HACNS_18;ANC114	Yes	brain;neural_tube
5	138483147	138483445	HACNS_981	Yes	other
5	141098672	141098984	HACNS_332	Yes	brain
5	141183856	141184035	ANC1089	Yes	brain
5	141694495	141694596	HAR146	No	N/A
5	142547844	142548094	HACNS_343	Yes	limb
5	144927550	144927713	HACNS_157	No	N/A
5	145685785	145685913	HAR193	No	N/A
5	146079343	146079744	ANC1090	Yes	brain
5	146312704	146312884	HACNS_264	No	N/A
5	148251974	148252143	ANC1091	No	N/A
5	149709492	149709624	ANC1092	Yes	heart
5	153640308	153640363	2xHAR.170	Yes	brain;limb
5	154471553	154471669	HAR138	Yes	limb
5	154512821	154513435	HACNS_115	Yes	other
5	154878346	154878713	HACNS_117;BUSH08_51	No	N/A
5	155006174	155006344	2xHAR.192	No	N/A
5	155115647	155115823	HACNS_535;ANC1093	Yes	brain
5	155677718	155678007	HACNS_358	No	N/A
5	156058156	156058384	HACNS_639	No	N/A
5	157832932	157833497	ANC300	No	N/A
5	158202833	158203325	ANC1094;HAR12	Yes	limb
5	158635028	158635329	HACNS_219	No	N/A
5	159978112	159978359	HACNS_416	No	N/A
5	161676305	161676551	ANC1095	No	N/A
5	162634800	162634818	2xHAR.229	No	N/A
5	163446738	163447426	ANC1096	No	N/A
5	163511930	163512260	HACNS_446	No	N/A
5	164259465	164260238	HACNS_785;2xHAR.70	Yes	brain
5	164461698	164461867	HACNS_766	No	N/A
5	164516881	164517535	ANC1097	No	N/A
5	164548263	164548400	HAR86	No	N/A
5	164597781	164598055	ANC1098	No	N/A
5	164732568	164732761	HAR41	No	N/A
5	165005306	165005721	ANC1099	No	N/A
5	165748174	165748581	ANC1100	Yes	brain
5	165981552	165981735	HAR126;HACNS_562	No	N/A
5	166392191	166392392	ANC1101	No	N/A
5	166554221	166554628	ANC1102	No	N/A
5	166621414	166621561	HAR139	No	N/A
5	166694417	166694850	HACNS_317	No	N/A
5	166870829	166871136	HACNS_727;ANC115	No	N/A
5	166935293	166935484	HACNS_827;HAR75	No	N/A
5	168313366	168313436	2xHAR.377	Yes	brain
5	168998530	168998612	2xHAR.14	Yes	other
5	169347272	169347376	ANC1103;2xHAR.330	No	N/A
5	169879724	169880066	HACNS_515	No	N/A
5	171094682	171094743	2xHAR.510	Yes	limb;neural_tube
5	173989442	173989659	ANC1104	No	N/A
5	175177656	175177879	ANC1105	Yes	brain;neural_tube
5	177904119	177904152	2xHAR.486	Yes	other
5	178551757	178551900	2xHAR.387	No	N/A
5	180409675	180410052	ANC19	Yes	other
6	761771	762099	HACNS_187	Yes	limb
6	1287841	1287867	2xHAR.560	No	N/A
6	2073266	2073346	2xHAR.484	No	N/A
6	2111510	2111876	HACNS_159;2xHAR.130;ANC117	No	N/A
6	2148250	2148609	HACNS_410;ANC1167	No	N/A
6	2396540	2396671	ANC1168	Yes	limb
6	2415513	2415639	HACNS_663	No	N/A
6	2559644	2559770	HACNS_796	Yes	other
6	6329580	6329711	ANC1181	No	N/A
6	6761458	6761586	ANC1183	No	N/A
6	8633734	8633970	ANC1186	No	N/A
6	8785075	8785757	ANC119	No	N/A
6	9425865	9426145	HACNS_736	No	N/A
6	9453909	9453964	2xHAR.479	No	N/A
6	9516160	9516406	ANC1191	Yes	limb
6	9802236	9802500	ANC323	No	N/A
6	11861313	11861771	ANC28	No	N/A
6	16108263	16108668	ANC1163	Yes	other
6	18697706	18697957	HACNS_588	No	N/A
6	19100966	19101289	HACNS_836	No	N/A
6	19721149	19721270	HAR196	Yes	limb
6	19976428	19977397	ANC55;HACNS_549	Yes	other
6	20034524	20035009	ANC1166	Yes	other
6	21148084	21148437	HACNS_501	Yes	brain
6	22117981	22118241	HACNS_659;HAR159	No	N/A
6	29555986	29556264	2xHAR.270	No	N/A
6	31237979	31238212	2xHAR.141	No	N/A
6	33775673	33775810	HACNS_268	No	N/A
6	35027799	35027966	2xHAR.284	No	N/A
6	35564369	35564646	HACNS_708	No	N/A
6	37676255	37676392	ANC1169	No	N/A
6	38214314	38214555	ANC1170	No	N/A
6	38337959	38338590	ANC314	Yes	brain;limb
6	38359427	38359736	HACNS_21	Yes	limb
6	38515933	38516200	ANC1171	No	N/A
6	38592943	38593358	HACNS_922	No	N/A
6	43651137	43651335	HACNS_638	No	N/A
6	44886279	44886663	HACNS_936	Yes	limb
6	47105147	47105388	HACNS_387	Yes	limb
6	48086870	48087017	HACNS_797	No	N/A
6	50201923	50202280	2xHAR.81;HAR46;HACNS_955	No	N/A
6	50301587	50301686	HACNS_448	No	N/A
6	50404564	50404800	HACNS_898	No	N/A
6	50431581	50432232	ANC29	No	N/A
6	50432267	50432411	ANC1172	No	N/A
6	50502672	50502925	2xHAR.267	No	N/A
6	50924037	50924376	HACNS_620;ANC315;2xHAR.126	No	N/A
6	50992161	50992302	HAR61	Yes	other
6	51066912	51067367	ANC1173	No	N/A
6	51293914	51294061	HAR17	Yes	brain
6	51339378	51339689	ANC118	No	N/A
6	51617555	51617782	ANC1174	No	N/A
6	51652264	51652441	ANC1175	No	N/A
